rank;company;country;region;industry;rnd;rndGrowth;sales;salesGrowth;rndIntensity;capex;capexGrowth;capexIntensity;opProfits;opProfitsGrouth;profitability;employees;employeesGrowth;marketCap;marketCapGrowth
666;JOYY;China;China;Software & Computer Services;247.0;-15.0;2312.4;29.4;10.7;62.5;-55.7;2.7;-33.9;-91.1;-1.5;7449;-6.1;3469.6;-4.8
667;ZHUZHOU CRRC TIMES ELECTRIC;China;China;Electronic & Electrical Equipment;246.9;-2.7;2038.4;-6.2;12.1;135.0;-47.5;6.6;281.3;-27.8;13.8;7733;-5.7;2903.3;88.2
668;UIPATH;US;US;Software & Computer Services;246.9;151.5;787.8;46.8;31.3;7.8;354.6;1.0;-442.3;354.1;-56.1;4013;40.2;23792.2;
669;HUTCHMED;China;China;Pharmaceuticals & Biotechnology;246.6;70.3;314.4;56.2;78.4;14.8;-14.4;4.7;-289.9;66.9;-92.2;1759;37.4;5628.6;36.3
670;CHINA RESOURCES PHARMACEUTICAL GROUP;China;China;Pharmaceuticals & Biotechnology;246.2;34.5;26812.2;18.2;0.9;245.3;29.8;0.9;1256.6;9.1;4.7;65000;1.6;2880.9;-7.7
671;CHANGE HEALTHCARE;US;US;Software & Computer Services;245.4;22.4;3073.3;12.6;8.0;243.9;12.1;7.9;120.8;234.3;3.9;14000;-6.7;5991.6;57.6
672;UMICORE;Belgium;EU;Industrial Metals & Mining;245.2;10.0;24054.4;16.1;1.0;379.6;-3.0;1.6;901.3;133.6;3.7;13639;2.4;13734.3;44.8
673;STANLEY BLACK & DECKER;US;US;Household Goods & Home Construction;244.0;30.9;13788.8;19.6;1.8;458.3;49.1;3.3;1775.8;14.9;12.9;71300;34.3;27808.3;22.3
674;HOLOGIC;US;US;Health Care Equipment & Services;244.0;24.2;4972.9;49.1;4.9;137.9;-0.1;2.8;2192.2;121.6;44.1;6705;15.3;17714.6;29.7
675;NOVOZYMES;Denmark;EU;Pharmaceuticals & Biotechnology;243.2;2.8;2011.9;6.7;12.1;144.1;34.9;7.2;531.1;8.1;26.4;6527;5.5;15628.2;36.1
676;ARKEMA;France;EU;Chemicals;243.0;0.8;9519.0;20.7;2.6;638.0;34.3;6.7;816.0;88.0;8.6;20030;-1.8;8625.2;21.0
677;SWATCH;Switzerland;RoW;Personal Goods;242.8;6.8;7074.4;30.7;3.4;242.8;20.7;3.4;987.7;1863.5;14.0;31444;-3.0;7227.5;35.2
678;JOHNSON CONTROLS;Ireland;EU;General Industrials;242.8;0.4;20897.0;6.1;1.2;;;;2622.3;161.9;12.5;101000;4.1;47037.2;75.8
679;PERKINELMER;US;US;Electronic & Electrical Equipment;242.8;33.9;4473.9;34.0;5.4;88.2;28.9;2.0;1277.1;43.5;28.5;16700;19.3;18293.0;57.4
680;MAXLINEAR;US;US;Technology Hardware & Equipment;241.9;54.4;787.9;86.5;30.7;34.6;213.7;4.4;59.6;-180.6;7.6;1503;5.8;3526.4;123.7
681;GREENLAND HOLDINGS;China;China;Real Estate Investment & Services;241.3;47.2;73613.8;21.1;0.3;943.2;-24.4;1.3;3993.9;-12.6;5.4;79999;-7.2;7880.1;-38.9
682;INTERCONTINENTALEXCHANGE GROUP;US;US;Financial Services;241.0;34.5;8094.6;11.2;3.0;158.0;-13.5;2.0;3135.3;13.2;38.7;8858;-0.4;59433.1;16.6
683;INSMED;US;US;Pharmaceuticals & Biotechnology;240.8;50.6;166.4;14.6;144.7;6.4;16.8;3.9;-324.7;38.7;-195.1;613;17.7;2853.2;13.0
684;PIRELLI;Italy;EU;Automobiles & Parts;240.4;23.5;5331.5;23.9;4.5;256.1;44.0;4.8;582.3;152.8;10.9;30690;0.6;5074.0;40.1
685;SUPER MICRO COMPUTER;US;US;Technology Hardware & Equipment;240.4;21.4;4587.8;46.1;5.2;39.9;-22.1;0.9;297.7;172.0;6.5;4607;10.9;1632.2;28.7
686;AMICUS THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;240.2;-11.8;269.7;17.1;89.0;3.4;20.4;1.3;-182.3;-16.4;-67.6;496;2.7;2680.6;-19.6
687;MANDIANT;US;US;Software & Computer Services;239.8;-0.5;426.9;21.0;56.2;22.5;-3.0;5.3;-284.0;15.7;-66.5;2335;-31.3;3841.5;31.4
688;ETSY;US;US;General Retailers;239.7;50.8;2056.4;35.0;11.7;11.6;467.1;0.6;411.2;9.8;20.0;2402;69.9;24168.7;91.6
689;WEBASTO;Germany;EU;Automobiles & Parts;239.6;23.3;3707.0;12.2;6.5;325.7;45.5;8.8;-147.9;109.8;-4.0;14081;0.9;;
690;KANEKA;Japan;Japan;Chemicals;238.8;11.0;5346.0;19.8;4.5;288.6;-5.3;5.4;328.6;59.5;6.1;;;2394.5;69.5
691;JACK HENRY & ASSOCIATES;US;US;Software & Computer Services;238.0;13.6;1715.4;10.5;13.9;30.6;50.8;1.8;419.1;19.6;24.4;6847;2.0;11526.2;3.0
692;BANK OF IRELAND;Ireland;EU;Banks;238.0;3.9;3041.0;12.8;7.8;73.0;35.2;2.4;1221.0;-260.7;40.2;8696;-11.1;5745.8;182.4
693;KIMBERLY-CLARK;US;US;Personal Goods;237.5;-2.5;17164.0;1.6;1.4;889.1;-17.3;5.2;2504.0;-23.2;14.6;45000;-2.2;40975.8;-13.7
694;SOHU.COM;China;China;Software & Computer Services;237.4;11.1;737.8;11.4;32.2;5.9;6.0;0.8;86.1;32.8;11.7;4900;-35.5;812.1;16.4
695;ALPS ALPINE;Japan;Japan;Electronic & Electrical Equipment;237.2;-1.3;6206.6;11.8;3.8;302.9;24.5;4.9;255.8;160.7;4.1;36900;-4.1;1956.3;-31.6
696;ACCIONA;Spain;EU;Construction & Materials;237.0;2.9;8104.3;25.2;2.9;948.4;4.7;11.7;761.4;36.5;9.4;206;-99.5;7548.3;37.3
697;CHEVRON;US;US;Oil & Gas Producers;236.6;-38.4;137388.3;64.7;0.2;7112.8;-9.7;5.2;15347.0;-482.4;11.2;42595;-10.8;165234.5;19.4
698;ELASTIC;Netherlands;EU;Software & Computer Services;236.3;34.4;761.4;41.7;31.0;2.2;-36.5;0.3;-153.3;34.1;-20.1;2978;36.7;12931.3;56.4
699;NCR;US;US;Technology Hardware & Equipment;235.7;19.7;6318.2;15.3;3.7;93.6;241.9;1.5;511.2;111.3;8.1;38000;5.6;4928.4;112.7
700;ALLSCRIPTS HEALTHCARE SOLUTIONS;US;US;Software & Computer Services;235.7;-11.7;1327.1;0.0;17.8;4.7;-68.9;0.4;68.2;-158.3;5.1;8000;-4.8;1695.4;31.9
701;TOKAI RIKA;Japan;Japan;Automobiles & Parts;235.6;13.0;3767.2;10.7;6.3;139.8;11.8;3.7;58.1;-34.2;1.5;20083;1.0;1166.3;0.6
702;VERTIV;US;US;Electronic & Electrical Equipment;235.2;16.5;4412.9;14.4;5.3;64.8;65.3;1.5;233.5;-15.6;5.3;24000;14.4;8765.6;86.3
703;SICHUAN KELUN PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;234.9;18.0;2316.3;4.9;10.1;137.3;-19.5;5.9;236.1;4.8;10.2;19031;-3.7;2727.1;-26.2
704;BP;UK;Row;Oil & Gas Producers;234.9;-19.9;139271.5;-12.5;0.2;9612.4;-11.5;6.9;12814.8;-239.1;9.2;65845;3.6;70915.1;11.6
705;ZHEN DING TECHNOLOGY HOLDING;Taiwan;RoW;Electronic & Electrical Equipment;232.8;31.7;4943.0;18.1;4.7;980.3;44.0;19.8;533.4;11.3;10.8;;;2998.6;-15.3
706;GUARDANT HEALTH;US;US;Pharmaceuticals & Biotechnology;232.4;75.6;329.9;30.3;70.4;66.3;107.4;20.1;-362.9;61.2;-110.0;1373;58.9;11382.9;35.8
707;L'AIR LIQUIDE;France;EU;Chemicals;232.3;12.0;23334.8;13.9;1.0;2916.8;10.9;12.5;4009.6;-49.8;17.2;66436;3.1;71924.5;9.3
708;SONOVA;Switzerland;RoW;Leisure Goods;232.2;9.5;3254.2;29.3;7.1;103.1;19.5;3.2;735.0;22.6;22.6;16733;15.3;21572.3;67.2
709;FUJIAN STAR-NET COMMUNICATION;China;China;Technology Hardware & Equipment;230.5;28.7;1774.8;29.1;13.0;57.9;-12.8;3.3;105.0;14.2;5.9;10568;11.0;2079.2;-12.7
710;TELADOC;US;US;Health Care Equipment & Services;230.2;39.5;1794.7;85.8;12.8;7.5;112.1;0.4;-211.0;-42.9;-11.8;5100;15.9;20306.0;31.3
711;JOINCARE PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;230.2;45.9;2157.1;17.2;10.7;210.9;83.2;9.8;400.2;4.4;18.6;13234;6.2;2998.3;-43.0
712;INFORMATICA;US;US;Software & Computer Services;230.1;13.3;1275.0;9.1;18.1;9.6;-21.8;0.7;53.0;49.1;4.2;5500;11.7;;
713;PEGASYSTEMS;US;US;Software & Computer Services;230.1;10.0;1069.8;19.1;21.5;9.2;-58.8;0.9;-83.6;-34.0;-7.8;6133;6.2;9898.2;8.5
714;HOLCIM;Switzerland;RoW;Construction & Materials;229.3;38.6;25958.6;16.0;0.9;1482.0;37.5;5.7;4257.4;30.5;16.4;69672;3.4;31102.6;21.7
715;NEXTEER;US;US;Automobiles & Parts;228.9;-1.4;2965.5;10.8;7.7;125.0;-5.4;4.2;86.6;-23.5;2.9;11900;-1.7;2488.9;73.6
716;IOVANCE BIOTHERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;228.7;28.4;;;;33.2;-19.7;;-302.6;30.8;;319;32.4;3294.7;-23.5
717;QI AN XIN TECHNOLOGY;China;China;Software & Computer Services;228.6;42.1;794.6;39.3;28.8;34.6;-16.2;4.4;-73.4;11.0;-9.2;9657;23.9;;
718;XINJIANG DUSHANZI TIANLI HIGH & NEW TECH;China;China;Oil & Gas Producers;228.5;23.6;10943.0;13.1;2.1;71.6;4.9;0.7;163.0;-35.3;1.5;42660;-3.7;2298.2;1.4
719;BIO-RAD LABORATORIES;US;US;Health Care Equipment & Services;228.1;14.0;2580.4;14.8;8.8;106.7;22.1;4.1;488.3;36.4;18.9;7900;-1.3;17554.4;59.0
720;BANDAI NAMCO;Japan;Japan;Leisure Goods;228.0;11.5;6874.7;20.0;3.3;148.6;19.9;2.2;947.0;67.0;13.8;;;13113.6;16.0
721;ASTON MARTIN LAGONDA GLOBAL HOLDINGS;UK;Row;Automobiles & Parts;226.8;5.0;1299.2;79.0;17.5;48.3;-49.8;3.7;-77.5;-80.7;-6.0;2351;-5.5;2762.3;126.6
722;FIBROGEN;US;US;Pharmaceuticals & Biotechnology;226.7;49.0;207.8;33.5;109.1;26.7;655.8;12.8;-254.8;50.4;-122.6;566;-5.5;951.1;-73.4
723;CHINA RAILWAY SIGNAL & COMMUNICATION;China;China;Software & Computer Services;226.5;7.2;5230.9;-4.7;4.3;120.5;-50.3;2.3;551.2;-12.6;10.5;20288;-1.7;628.6;-10.2
724;WARTSILA;Finland;EU;Industrial Engineering;226.0;10.2;4778.0;3.8;4.7;142.0;23.5;3.0;313.0;33.8;6.6;17305;-2.7;7103.6;67.6
725;IAC/INTERACTIVECORP;US;US;Software & Computer Services;225.8;-4.3;3266.5;21.4;6.9;79.6;46.5;2.4;-121.0;-76.1;-3.7;13200;61.0;9728.9;
726;AGIOS PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;225.7;-14.6;;;;5.1;-61.5;;-334.1;12.7;;392;-30.2;2325.6;-7.1
727;ARCUS BIOSCIENCES;US;US;Pharmaceuticals & Biotechnology;225.3;60.2;338.1;393.9;66.7;23.0;753.6;6.8;47.9;-143.7;14.2;366;55.1;1838.7;34.8
728;GLODON;China;China;Software & Computer Services;225.0;27.8;764.5;41.2;29.4;99.9;64.1;13.1;102.3;88.9;13.4;9486;15.5;7940.3;-9.0
729;EASTMAN CHEMICAL;US;US;Chemicals;224.3;12.4;9249.5;23.6;2.4;490.0;44.9;5.3;1641.4;128.1;17.7;14000;-3.4;13566.3;55.3
730;SINOPEC OILFIELD SERVICE;China;China;Oil & Gas Producers;224.2;31.5;9637.1;2.1;2.3;447.0;86.5;4.6;172.0;-19.0;1.8;69232;-3.5;4062.3;28.1
731;DOLBY LABORATORIES;US;US;Media;223.9;6.1;1131.3;10.3;19.8;48.1;-17.9;4.3;313.1;60.8;27.7;2368;3.5;5714.2;43.9
732;RESMED;US;US;Health Care Equipment & Services;223.9;12.6;3159.2;11.9;7.1;119.0;31.3;3.8;883.2;9.0;28.0;8160;2.4;37369.5;61.6
733;NORTONLIFELOCK;US;US;Software & Computer Services;223.4;-5.2;2468.7;9.6;9.0;5.3;0.0;0.2;910.3;4.2;36.9;2700;-3.8;13631.0;11.1
734;REE AUTOMOTIVE;Israel;RoW;Automobiles & Parts;222.9;753.1;0.0;-98.5;4207498.7;2.1;305.9;40254.1;-455.1;657.0;-8592482.3;270;117.7;1218.0;
735;DECIPHERA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;222.5;28.0;84.9;128.5;262.1;1.7;-62.9;2.0;-264.9;10.7;-312.1;280;-20.0;1614.3;-27.9
736;NUANCE COMMUNICATIONS;US;US;Software & Computer Services;222.3;11.3;1202.9;6.1;18.5;49.9;-7.8;4.1;108.3;59.1;9.0;6900;-2.8;15287.3;104.7
737;IHI;Japan;Japan;Industrial Engineering;221.7;14.9;9067.4;5.4;2.4;352.3;-20.7;3.9;119.4;814.5;1.3;28801;-1.2;2924.9;55.3
738;XEROX HOLDINGS;US;US;Support Services;221.6;-2.3;6214.0;0.2;3.6;60.0;-8.1;1.0;-390.3;-185.3;-6.3;23300;-5.7;3547.3;0.0
739;ALIGN TECHNOLOGY;US;US;Health Care Equipment & Services;221.0;42.8;3489.8;59.9;6.3;354.1;158.9;10.1;862.1;152.2;24.7;22540;24.7;49460.7;139.4
740;FACTSET RESEARCH SYSTEMS;US;US;Software & Computer Services;220.8;11.7;1405.1;6.5;15.7;54.1;-21.0;3.9;418.5;7.8;29.8;10892;3.9;12682.8;7.9
741;YOKOGAWA ELECTRIC;Japan;Japan;Electronic & Electrical Equipment;220.5;3.8;3014.2;4.2;7.3;64.0;-4.7;2.1;226.3;-5.9;7.5;;;3382.9;-0.6
742;SANA BIOTECHNOLOGY;US;US;Pharmaceuticals & Biotechnology;219.5;-3.6;;;;26.4;25.1;;-315.1;24.9;;383;45.6;3979.8;
743;LIGHT & WONDER;US;US;Travel & Leisure;219.0;-1.2;1900.9;26.7;11.5;151.0;-10.0;7.9;244.6;-246.6;12.9;9500;5.6;6156.1;255.9
744;INOVIO PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;218.5;169.5;1.6;-76.1;13943.6;1.1;-19.0;69.4;-266.0;142.8;-16972.3;317;21.0;1604.7;-9.5
745;CANOO;US;US;Automobiles & Parts;217.4;72.4;;;;120.6;1707.3;;-397.2;125.3;;805;117.6;;
746;JOHNSON MATTHEY;UK;Row;Chemicals;217.1;0.5;19202.1;3.3;1.1;424.6;17.8;2.2;372.4;-25.6;1.9;13497;-1.0;6746.6;23.7
747;SYSMEX;Japan;Japan;Health Care Equipment & Services;216.1;24.2;2812.3;19.2;7.7;98.7;28.6;3.5;536.6;33.4;19.1;8771;25.9;20273.4;35.3
748;SCHINDLER;Switzerland;RoW;Industrial Engineering;215.7;9.3;10869.4;5.6;2.0;113.2;-10.0;1.0;1128.0;13.0;10.4;69015;3.5;11651.1;22.7
749;SHENZHEN INOVANCE TECHNOLOGY;China;China;Electronic & Electrical Equipment;215.3;73.2;2472.7;55.8;8.7;107.9;117.3;4.4;443.5;37.1;17.9;16938;31.6;20430.0;91.2
750;TIANMA MICROELECTRONICS;China;China;Electronic & Electrical Equipment;214.8;-5.4;4307.7;7.8;5.0;845.6;-38.3;19.6;343.0;-11.4;8.0;26797;-28.5;4520.1;8.5
751;GENERAL MILLS;US;US;Food Producers;214.6;1.6;16769.2;4.8;1.3;502.1;7.1;3.0;2961.1;-0.5;17.7;32500;-7.1;30945.5;-10.3
752;ESTEE LAUDER;US;US;Personal Goods;214.6;6.6;14316.6;13.4;1.5;562.4;2.2;3.9;2510.2;314.4;17.5;62000;29.2;44269.5;14.1
753;GN STORE NORD;Denmark;EU;Technology Hardware & Equipment;213.4;25.7;2122.8;17.3;10.1;98.0;40.5;4.6;322.6;47.3;15.2;7228;10.8;8811.7;1.9
754;ENDRESS & HAUSER;Switzerland;RoW;Electronic & Electrical Equipment;213.4;9.4;2879.1;11.7;7.4;172.4;-4.8;6.0;434.0;28.8;15.1;15117;4.6;;
755;AKZO NOBEL;Netherlands;EU;Chemicals;213.0;-3.2;9587.0;12.4;2.2;253.0;12.9;2.6;1118.0;16.1;11.7;32800;1.9;19570.1;22.3
756;SILICON LABORATORIES;US;US;Technology Hardware & Equipment;212.7;-5.4;636.5;41.1;33.4;25.2;58.0;4.0;-29.0;-68.9;-4.6;1667;-9.3;6229.7;57.3
757;SK TELECOM;South Korea;RoW;Fixed Line Telecommunications;212.4;13.3;12462.3;4.1;1.7;2461.7;-10.3;19.8;1032.2;11.1;8.3;;;15978.3;18.4
758;BURELLE;France;EU;General Industrials;211.9;1.9;7244.6;2.3;2.9;161.7;-26.5;2.2;277.1;-306.9;3.8;25023;-5.3;1332.3;52.2
759;SYMRISE;Germany;EU;Chemicals;211.9;5.9;3825.7;8.7;5.5;154.3;18.1;4.0;559.0;14.7;14.6;11151;5.9;16305.4;3.9
760;MORPHOSYS;Germany;EU;Pharmaceuticals & Biotechnology;211.5;75.4;179.6;-45.2;117.8;3.8;-14.5;2.1;-508.2;-2879.3;-283.0;732;19.0;1678.9;-51.3
761;ACADIA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;211.4;-25.0;427.5;9.6;49.5;1.0;-85.2;0.2;-150.5;-40.5;-35.2;514;-14.5;2483.5;-54.9
762;KONTRON;Austria;EU;Technology Hardware & Equipment;211.3;14.8;1342.0;6.9;15.7;47.0;38.5;3.5;60.4;-11.6;4.5;6206;2.3;1274.9;-17.7
763;ILLINOIS TOOL WORKS;US;US;Industrial Engineering;211.0;11.7;12762.7;15.0;1.7;261.3;25.4;2.0;3069.9;20.6;24.1;45000;4.7;64756.7;17.4
764;CHINA NATIONAL NUCLEAR POWER;China;China;Electricity;210.8;16.9;8515.7;19.5;2.5;3482.0;5.0;40.9;3233.7;15.2;38.0;15756;8.6;12918.1;28.5
765;INTERNATIONAL GAME TECHNOLOGY;UK;Row;Travel & Leisure;210.1;24.6;3675.6;17.5;5.7;;;;818.5;-1547.1;22.3;10486;-5.1;3887.0;93.7
766;PELOTON INTERACTIVE;US;US;Leisure Goods;210.0;168.2;3550.9;120.3;5.9;212.8;54.1;6.0;-165.8;132.4;-4.7;7866;112.9;16207.7;
767;WILLIAM DEMANT INVEST;Denmark;EU;0;209.1;9.6;3181.6;22.5;6.6;;;;650.5;137.5;20.4;21527;8.0;;
768;JS GLOBAL LIFESTYLE;China;China;General Retailers;208.3;34.4;4547.6;22.8;4.6;56.9;-5.5;1.3;523.0;4.0;11.5;5582;13.3;7723.6;59.9
769;SHENZHEN TRANSSION HOLDINGS;China;China;Technology Hardware & Equipment;208.3;31.9;6713.6;31.2;3.1;102.6;132.1;1.5;658.7;24.6;9.8;16095;6.7;;
770;2SEVENTY;US;US;Pharmaceuticals & Biotechnology;207.5;29.9;48.1;-78.0;431.0;10.2;-48.0;21.2;-268.3;119.9;-557.3;437;-5.0;;
771;SIKA;Switzerland;RoW;Chemicals;207.3;10.7;8950.5;17.5;2.3;152.2;31.0;1.7;1346.0;23.1;15.0;27059;8.9;45275.1;52.4
772;PROCORE TECHNOLOGIES;US;US;Software & Computer Services;207.1;91.9;454.5;28.6;45.6;10.9;71.9;2.4;-244.3;411.4;-53.7;2885;39.8;10572.2;
773;XERO;New Zealand;RoW;Software & Computer Services;206.3;58.0;661.6;29.2;31.2;11.5;80.2;1.7;25.3;-32.0;3.8;4784;31.4;14448.0;56.7
774;ASM INTERNATIONAL;Netherlands;EU;Technology Hardware & Equipment;206.0;19.9;1729.9;30.3;11.9;72.2;-24.4;4.2;491.5;50.2;28.4;3312;28.2;16199.1;158.0
775;SINOCHEM INTERNATIONAL;China;China;Chemicals;205.8;34.2;11111.3;49.1;1.9;1199.7;79.4;10.8;484.5;34.2;4.4;25171;-6.7;4267.3;104.1
776;VIFOR PHARMA;Switzerland;RoW;Pharmaceuticals & Biotechnology;205.6;13.7;1697.0;-3.6;12.1;56.0;-15.5;3.3;268.6;-6.3;15.8;2300;-15.2;8199.5;-2.3
777;TIANNENG POWER;China;China;Electronic & Electrical Equipment;205.6;16.7;11866.2;60.0;1.7;212.0;59.8;1.8;269.5;-35.0;2.3;25618;5.1;1326.1;-37.5
778;XPERI;US;US;Electronic & Electrical Equipment;205.0;19.0;774.9;-1.6;26.5;12.3;89.1;1.6;22.5;-87.2;2.9;1900;2.7;1979.4;1.5
779;BEAM THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;205.0;125.0;45.8;215918.5;447.8;41.3;186.2;90.3;-346.5;195.6;-757.0;341;88.4;6498.0;466.6
780;LUYE PHARMA;China;China;Pharmaceuticals & Biotechnology;204.6;17.3;720.7;-6.1;28.4;77.1;-19.7;10.7;22.5;-86.4;3.1;824;-83.4;1664.0;7.7
781;GOJEK;Indonesia;RoW;Support Services;204.5;6.3;280.7;36.3;72.9;16.4;3.9;5.8;-1389.9;75.0;-495.2;9044;84.8;;
782;TRADE DESK;US;US;Software & Computer Services;204.2;33.9;1056.4;43.1;19.3;48.4;-26.0;4.6;110.2;-13.4;10.4;1967;27.3;30682.7;73.0
783;SANTEN PHARMACEUTICAL;Japan;Japan;Pharmaceuticals & Biotechnology;203.9;9.4;2058.4;6.7;9.9;134.1;319.0;6.5;274.2;172.5;13.3;4315;2.0;5076.0;-18.8
784;SICK;Germany;EU;Electronic & Electrical Equipment;203.7;3.7;1963.7;15.5;10.4;70.6;54.8;3.6;202.0;43.7;10.3;9916;-5.0;;
785;BILL.COM;US;US;Software & Computer Services;203.1;148.6;566.8;169.4;35.8;4.7;-71.6;0.8;-279.7;178.0;-49.4;2269;63.9;22962.6;227.7
786;SONOS;US;US;Leisure Goods;203.1;9.8;1515.8;29.4;13.4;40.2;37.8;2.7;140.3;35046.1;9.3;1525;6.9;4411.9;221.0
787;DEUTSCHE BORSE;Germany;EU;Financial Services;202.8;28.2;4491.8;21.3;4.5;37.8;-38.2;0.8;1709.3;11.9;38.1;10200;40.9;27873.0;-7.6
788;GUIDEWIRE SOFTWARE;US;US;Software & Computer Services;202.5;12.0;656.2;0.1;30.9;16.8;-11.1;2.6;-93.2;342.0;-14.2;2942;9.4;8689.1;5.0
789;TONGKUN;China;China;General Retailers;202.3;40.1;8022.3;28.4;2.5;1394.8;155.4;17.4;545.7;271.9;6.8;25100;29.6;7577.4;83.4
790;SIRIUS XM;US;US;Media;202.2;4.1;7677.9;8.2;2.6;342.6;10.9;4.5;1779.1;127.4;23.2;5590;-2.4;22422.9;-0.3
791;AAC TECHNOLOGIES HOLDINGS;China;China;Electronic & Electrical Equipment;202.2;-10.1;2448.6;3.1;8.3;162.9;-43.7;6.7;252.9;-3.1;10.3;37591;11.4;5931.7;-11.3
792;NATERA;US;US;Pharmaceuticals & Biotechnology;201.8;128.5;552.3;60.0;36.5;43.8;152.9;7.9;-413.4;116.5;-74.8;2670;47.1;9806.4;118.2
793;OFILM GROUP;China;China;Electronic & Electrical Equipment;201.4;-27.9;3104.4;-52.0;6.5;121.8;-44.5;3.9;-203.5;96.7;-6.6;17973;-34.2;2782.3;-60
271;CORNING;US;US;Technology Hardware & Equipment;706.3;-20;12433.3;24.6;5.7;1445.3;18.9;11.6;1864.7;314.9;15;61200;22.1;30154.3;38.1
272;AUTOMATIC DATA PROCESSING;US;US;Support Services;705.1;11.4;14566.7;9.9;4.8;154;-2.4;1.1;3337.6;14.4;22.9;60000;7.1;78086.5;47.9
273;MITSUBISHI MOTORS;Japan;Japan;Automobiles & Parts;701.3;-10.5;15762.2;40.1;4.4;591.7;-3.7;3.8;663.9;-142.3;4.2;28796;-4.3;3237.4;10.2
274;ELECTRICITE DE FRANCE;France;EU;Electricity;694;0.1;84461;22;0.8;16102;6.7;19.1;6178;20.3;7.3;167157;1.2;36236.1;32.6
275;NIDEC;Japan;Japan;Electronic & Electrical Equipment;691;19.5;14828.8;18.5;4.7;762.1;10.9;5.1;1325.7;7.2;8.9;114371;1.6;58174.4;41.6
276;PINTEREST;US;US;Software & Computer Services;688.9;28.7;2276.2;52.3;30.3;8;-48.1;0.4;288;-328.9;12.7;3225;26.7;27239.3;81.2
277;AMS-OSRAM;Austria;EU;Technology Hardware & Equipment;688;44.8;5038;43.8;13.7;310;75.1;6.2;212;51.4;4.2;24499;-17.7;4943.3;16.5
278;MICHELIN;France;EU;Automobiles & Parts;682;5.6;23795;16.2;2.9;1494;43.5;6.3;2777;97.8;11.7;124760;0.9;24442.9;44.6
279;SAREPTA THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;680.9;6.8;619.7;30;109.9;34;-53.2;5.5;-401;-19.5;-64.7;840;-3;5507.2;-45.7
280;ASE TECHNOLOGY HOLDING;Taiwan;RoW;Software & Computer Services;671.3;9.1;18174.9;19.5;3.7;2260.9;14.2;12.4;2015.3;76.4;11.1;;;17976.8;112.3
281;DROPBOX;US;US;Software & Computer Services;667.4;3.9;1905.3;12.7;35;19.5;-72.4;1;243.3;-199.5;12.8;2667;-3.4;8828.2;49.7
282;SHARP;Japan;Japan;Electronic & Electrical Equipment;667.1;-0.6;19292.7;2.9;3.5;367.9;33.5;1.9;479.4;-19.1;2.5;47941;-5;6873.9;26.8
283;MAHLE;Germany;EU;Automobiles & Parts;665.6;3.4;10933.1;11.9;6.1;400;-7.5;3.7;206;-207.3;1.9;71298;-1.2;;
284;PEPSICO;US;US;Beverages;664;4.6;70169.5;12.9;0.9;4083.5;9.1;5.8;10046.8;10;14.3;309000;6.2;190843.1;11.5
285;LUCID;US;US;Automobiles & Parts;662.4;46.8;23.9;581.9;2767.1;371.9;-8.3;1553.7;-1351.3;155.4;-5645.1;3900;54.6;28525.2;
286;WISTRON;Taiwan;RoW;Technology Hardware & Equipment;662;9;27488.4;2;2.4;334.7;6.7;1.2;530;14.2;1.9;;;2536.6;-12.2
287;SAMSUNG SDI;South Korea;RoW;Electronic & Electrical Equipment;653;8.6;10084.7;20;6.5;1679.4;30.3;16.7;794.4;59;7.9;;;40574.8;75.2
288;VIATRIS;US;US;Pharmaceuticals & Biotechnology;651.4;33;15792.2;49.7;4.1;403.7;88.1;2.6;1685.4;38.3;10.7;37000;-17.8;15620.6;-21.3
289;CONSTELLATION SOFTWARE;Canada;RoW;Software & Computer Services;650.7;28.2;4508.2;28.6;14.4;25.6;16;0.6;829.9;32;18.4;25000;66.7;31097.3;41.6
290;KYOCERA;Japan;Japan;Electronic & Electrical Equipment;650.3;11.5;14216.3;20.4;4.6;1039.7;9.5;7.3;1151.2;103;8.1;83001;5.7;19985.2;12.5
291;MOTOROLA;US;US;Technology Hardware & Equipment;648.1;7;7214.4;10.2;9;214.6;12;3;1508.9;17.5;20.9;18700;3.9;36511.1;57.4
292;DEUTSCHE TELEKOM;Germany;EU;Fixed Line Telecommunications;644.5;33.9;108794;7.7;0.6;13616;5.2;12.5;13980;-1.7;12.8;216528;-4.3;85868.1;21.4
293;ASUSTEK COMPUTER;Taiwan;RoW;Technology Hardware & Equipment;640.6;19;17066.6;29.7;3.8;69.5;-15.1;0.4;1577.7;97.1;9.2;;;7673.5;33.3
294;TECHTRONIC INDUSTRIES;China;China;Electronic & Electrical Equipment;637.4;56.1;11657.4;34.6;5.5;659.1;62.7;5.7;1051;37.1;9;51426;7.1;35819.6;75.5
